city,state,year,crime_type,reported_cases,solved_cases,unsolved_cases,Monetary Loss (INR),Victim Age,Victim Gender,Victim Profession,population,literacy_rate,internet_penetration,unemployment_rate
Asansol,West Bengal,2022,Hacking,269,148,121,545606.56,47,Female,Unemployed,7561189,81.56,83.64,6.35
Siliguri,West Bengal,2022,Online Harassment,387,383,4,4417767.16,52,Other,Government Employee,16549805,66.48,37.87,4.06
Ahmedabad,Gujarat,2023,Cyberstalking,72,7,65,1546518.11,21,Male,Business,14055525,78.51,35.34,10.84
Surat,Gujarat,2024,Data Breach,134,18,116,1097681.86,42,Male,Business,19337519,64.75,77.55,8.95
Vadodara,Gujarat,2024,Cyberstalking,391,142,249,3055781.98,46,Other,Engineer,1539824,91.83,35.97,5.98
Rajkot,Gujarat,2024,Identity Theft,438,359,79,4459385.24,21,Male,Teacher,277125,92.8,82.75,2.71
Bhavnagar,Gujarat,2023,Phishing,388,136,252,175820.61,54,Other,Unemployed,13479232,64.53,36.63,11.09
Jaipur,Rajasthan,2022,Ransomware,323,18,305,1419007.75,68,Other,Engineer,3667451,70.64,60.75,2.7
Jodhpur,Rajasthan,2024,Financial Fraud,96,0,96,1910008.41,67,Female,Business,2188223,78.48,75.04,2.69
Udaipur,Rajasthan,2023,Ransomware,384,149,235,4886070.28,20,Female,Student,12395854,93.01,74.52,11.1
Kota,Rajasthan,2023,Financial Fraud,47,41,6,1181863.78,29,Male,Government Employee,7529802,89.17,66.07,10.43
Ajmer,Rajasthan,2023,Data Breach,319,68,251,4478387.07,48,Other,Doctor,5294079,67.27,72.25,10.5
Patna,Bihar,2022,Online Harassment,466,364,102,2417554.78,25,Female,Doctor,9113767,89.3,36.25,7.94
Gaya,Bihar,2024,Data Breach,302,48,254,2132019.42,25,Female,Unemployed,6733924,60.19,58.52,3.35
Muzaffarpur,Bihar,2023,Phishing,129,101,28,1469766.66,63,Male,Student,5591398,83.26,51.3,11.83
Bhagalpur,Bihar,2023,Phishing,230,181,49,1382360.45,70,Other,Freelancer,15261609,74.79,86.76,6.92
Purnia,Bihar,2023,Hacking,478,362,116,1601358.06,29,Male,Engineer,4471787,67.11,53.01,9.36
Bhopal,Madhya Pradesh,2023,Online Harassment,142,27,115,1339101.42,27,Male,Student,2477800,85.78,52.09,2.01
Indore,Madhya Pradesh,2024,Cyberstalking,140,3,137,1228232.36,52,Male,Doctor,17069371,67.84,48.56,5.86
Jabalpur,Madhya Pradesh,2023,Identity Theft,206,108,98,1041891.5,52,Other,Student,12762558,74.92,48.77,2.53
Gwalior,Madhya Pradesh,2024,Online Harassment,405,313,92,1390241.64,40,Female,Business,10495391,74.28,52.13,5.31
Ujjain,Madhya Pradesh,2022,Hacking,349,295,54,803419.85,29,Male,Student,4650628,78.4,42.16,9.91
Mumbai,Maharashtra,2024,Cyberstalking,476,274,202,1370802.47,33,Female,Government Employee,1435669,76.64,80.47,10.15
Pune,Maharashtra,2024,Cyberstalking,456,278,178,150263.69,60,Female,Business,9042500,61.05,33.14,2.65
Nagpur,Maharashtra,2023,Ransomware,281,247,34,2396690.03,18,Male,Freelancer,8687947,91.64,66.55,5.04
Nashik,Maharashtra,2022,Cyberstalking,437,58,379,4125937.55,52,Female,Doctor,16828512,75.14,59.2,10.1
Thane,Maharashtra,2024,Data Breach,440,150,290,2525088.18,35,Other,Freelancer,6348856,89.86,58.42,3.29
New Delhi,Delhi,2024,Data Breach,381,43,338,1613517.79,64,Other,Freelancer,1168445,72.61,89.6,7.94
Dwarka,Delhi,2024,Financial Fraud,170,117,53,1628940.81,22,Male,Student,2644955,86.16,48.41,6.59
Rohini,Delhi,2022,Cyberstalking,143,95,48,2476668.17,45,Other,Business,17196743,88.68,72.24,3.47
Saket,Delhi,2022,Data Breach,96,66,30,2496174.55,56,Male,Unemployed,17579784,87.1,81.45,9.14
Karol Bagh,Delhi,2023,Data Breach,418,76,342,3331833.3,67,Male,Government Employee,1997143,80.94,36.25,5.68
Bengaluru,Karnataka,2023,Hacking,127,40,87,929799.5,24,Male,Teacher,4577347,74.06,32.22,6.53
Mysuru,Karnataka,2023,Online Harassment,83,50,33,3134562.4,61,Other,Teacher,5656642,62.11,84.26,7.75
Mangaluru,Karnataka,2024,Financial Fraud,79,34,45,788034.71,34,Other,Teacher,1312091,85.17,34.72,7.17
Hubli,Karnataka,2023,Ransomware,366,360,6,2444799.21,43,Other,Government Employee,16141831,66.89,38.03,11.37
Belgaum,Karnataka,2022,Online Harassment,295,149,146,2426345.58,43,Male,Business,13269234,76.48,42.35,7.89
Chennai,Tamil Nadu,2024,Phishing,328,78,250,654458.79,62,Female,Student,3826309,78.27,79.58,6.86
Coimbatore,Tamil Nadu,2022,Data Breach,69,55,14,2972057.63,55,Other,Unemployed,9046342,68.46,35.15,7.31
Madurai,Tamil Nadu,2023,Hacking,343,219,124,4173218.13,63,Female,Engineer,12592469,91.6,38.53,7.12
Tiruchirappalli,Tamil Nadu,2023,Identity Theft,321,286,35,737252.09,51,Female,Engineer,12295535,62.96,54.49,11.67
Salem,Tamil Nadu,2024,Ransomware,55,35,20,3288096.89,16,Other,Government Employee,10153472,92.19,67.84,4.23
Lucknow,Uttar Pradesh,2022,Data Breach,83,45,38,1148537.49,35,Female,Government Employee,6624079,80.91,40.86,9.69
Kanpur,Uttar Pradesh,2024,Identity Theft,427,211,216,128371.97,55,Female,Business,4747850,60.08,40.41,3.42
Ghaziabad,Uttar Pradesh,2023,Hacking,424,126,298,3109795.71,41,Female,Student,15006698,88.11,81.5,2.87
Varanasi,Uttar Pradesh,2023,Phishing,489,51,438,3728765.88,20,Other,Teacher,195317,67.84,39.73,11.91
Agra,Uttar Pradesh,2022,Data Breach,191,181,10,1558708.06,27,Other,Unemployed,8755518,71.15,79.1,9.02
Kolkata,West Bengal,2023,Ransomware,29,25,4,730655.2,45,Other,Business,3400270,89.89,34.85,5.95
Howrah,West Bengal,2024,Cyberstalking,138,80,58,2939694.54,39,Male,Doctor,7662698,91.93,68.18,3.43
Durgapur,West Bengal,2024,Online Harassment,121,73,48,2166852.39,62,Other,Student,19797484,73.3,33.25,6.59
Asansol,West Bengal,2022,Financial Fraud,12,5,7,4761406.63,37,Other,Student,15475927,62.44,81.79,11.37
Siliguri,West Bengal,2024,Financial Fraud,221,193,28,4143364.68,38,Male,Government Employee,19344310,84.7,61.96,9.31
Ahmedabad,Gujarat,2022,Identity Theft,339,102,237,3145584.87,24,Male,Doctor,18787589,67.99,52.32,4.72
Surat,Gujarat,2024,Online Harassment,337,309,28,1690980.33,60,Male,Government Employee,5767358,85.08,70.96,11.61
Vadodara,Gujarat,2022,Ransomware,144,134,10,4611328.52,22,Other,Government Employee,15044493,83.03,77.65,7.82
Rajkot,Gujarat,2024,Cyberstalking,147,103,44,3558384.75,56,Female,Business,5768223,93.23,85.18,6.33
Bhavnagar,Gujarat,2024,Ransomware,270,5,265,561426.2,60,Female,Freelancer,19180799,85.27,41.56,2.54
Jaipur,Rajasthan,2023,Online Harassment,238,103,135,1434234.25,65,Male,Business,9176872,70.74,74.52,3.78
Jodhpur,Rajasthan,2024,Financial Fraud,469,263,206,4461376.49,24,Female,Government Employee,2814018,88.78,52.53,9.91
Udaipur,Rajasthan,2024,Financial Fraud,257,93,164,4217361.31,25,Other,Unemployed,6265467,63.94,56.03,8.91
Kota,Rajasthan,2024,Ransomware,229,4,225,883501.58,23,Other,Freelancer,7728989,62.59,51.34,2.48
Ajmer,Rajasthan,2024,Cyberstalking,150,15,135,1514420.55,57,Male,Teacher,10522335,94.34,35.81,6.8
Patna,Bihar,2022,Hacking,68,25,43,4590535.19,45,Female,Teacher,17490305,73.25,31.32,6.66
Gaya,Bihar,2022,Online Harassment,431,77,354,264430.15,49,Female,Freelancer,10019659,77.28,61.87,3.89
Muzaffarpur,Bihar,2024,Online Harassment,137,3,134,3527610.92,19,Male,Doctor,13056892,81.15,37.07,4.44
Bhagalpur,Bihar,2023,Online Harassment,426,101,325,652499.94,45,Male,Government Employee,1400551,81.73,79.12,11.05
Purnia,Bihar,2022,Ransomware,452,71,381,3630616.09,54,Male,Doctor,6117224,69.62,72.39,10.86
Bhopal,Madhya Pradesh,2024,Online Harassment,334,8,326,4452909.96,46,Female,Teacher,17860326,68.5,83.29,6.07
Indore,Madhya Pradesh,2022,Cyberstalking,174,165,9,3783045.51,47,Female,Business,10392638,92.86,31.54,7.69
Jabalpur,Madhya Pradesh,2022,Data Breach,79,19,60,2418783.54,69,Male,Teacher,19722244,93.5,77.74,7.63
Gwalior,Madhya Pradesh,2023,Identity Theft,266,19,247,1972973.72,28,Other,Government Employee,11178853,85.91,38.33,7.82
Ujjain,Madhya Pradesh,2023,Ransomware,369,120,249,4281237.84,48,Other,Student,10886637,77.8,44.68,10.49
Mumbai,Maharashtra,2024,Hacking,210,149,61,193269.11,57,Female,Freelancer,6764925,89.28,31.38,6.74
Pune,Maharashtra,2024,Financial Fraud,290,274,16,1722437.22,54,Male,Unemployed,15465311,72.66,43.08,7.95
Nagpur,Maharashtra,2024,Online Harassment,336,22,314,2871737.81,66,Female,Teacher,6534291,91.85,68.7,8.79
Nashik,Maharashtra,2024,Data Breach,110,108,2,3612079.24,70,Male,Freelancer,19372848,86.28,76.39,10.64
Thane,Maharashtra,2022,Data Breach,384,264,120,3114931.79,25,Female,Business,16793806,86.17,69.84,3.76
New Delhi,Delhi,2024,Phishing,433,402,31,1998589.77,31,Female,Government Employee,13695263,88.37,77.52,8.9
Dwarka,Delhi,2023,Cyberstalking,213,191,22,4736496.98,37,Other,Government Employee,3745903,65.16,76.0,2.53
Rohini,Delhi,2022,Financial Fraud,280,104,176,2134316.8,40,Male,Unemployed,452735,87.52,69.28,9.27
Saket,Delhi,2023,Online Harassment,192,104,88,3568252.93,21,Female,Business,3045481,89.29,40.55,4.21
Karol Bagh,Delhi,2024,Ransomware,48,19,29,1609486.24,53,Female,Engineer,7591567,82.33,63.3,3.55
Bengaluru,Karnataka,2023,Financial Fraud,146,8,138,469517.38,15,Male,Engineer,19414810,60.87,32.08,5.03
Mysuru,Karnataka,2023,Cyberstalking,352,277,75,553700.18,34,Female,Student,17759526,63.82,67.97,5.97
Mangaluru,Karnataka,2022,Identity Theft,192,25,167,2915892.78,65,Male,Freelancer,6438363,70.21,46.36,5.18
Hubli,Karnataka,2023,Cyberstalking,158,126,32,2117494.61,23,Other,Government Employee,17983587,89.98,51.42,6.99
Belgaum,Karnataka,2022,Phishing,199,11,188,649297.51,20,Female,Student,802320,94.91,55.67,5.02
Chennai,Tamil Nadu,2024,Ransomware,253,117,136,4395627.57,42,Other,Engineer,19648852,66.19,37.96,10.17
Coimbatore,Tamil Nadu,2023,Data Breach,235,114,121,1740014.79,68,Female,Unemployed,10021318,85.33,36.22,8.84
Madurai,Tamil Nadu,2022,Ransomware,205,113,92,4404934.99,20,Female,Doctor,12070790,67.1,40.74,11.82
Tiruchirappalli,Tamil Nadu,2022,Ransomware,95,73,22,3269309.75,49,Female,Teacher,15717666,71.9,76.3,11.86
Salem,Tamil Nadu,2023,Cyberstalking,254,90,164,4826443.66,28,Male,Government Employee,17502976,85.93,38.56,2.23
Lucknow,Uttar Pradesh,2022,Data Breach,447,268,179,2880368.73,31,Female,Unemployed,18635506,71.76,68.19,2.52
Kanpur,Uttar Pradesh,2024,Online Harassment,475,176,299,1268268.97,28,Female,Engineer,3514096,66.47,43.1,6.08
Ghaziabad,Uttar Pradesh,2023,Cyberstalking,341,278,63,1654877.61,39,Other,Freelancer,15359796,84.12,73.2,2.06
Varanasi,Uttar Pradesh,2023,Hacking,167,1,166,3573003.56,38,Other,Student,7555816,76.65,30.74,10.98
Agra,Uttar Pradesh,2024,Ransomware,10,5,5,1853826.56,62,Male,Business,16170241,77.79,56.75,2.63
Kolkata,West Bengal,2022,Data Breach,255,90,165,2801666.63,60,Male,Government Employee,16457656,74.02,82.14,5.58
Howrah,West Bengal,2023,Cyberstalking,329,211,118,1770365.45,63,Other,Student,10543660,69.94,34.9,8.89
Durgapur,West Bengal,2023,Financial Fraud,226,134,92,2141215.95,33,Other,Business,17682273,79.78,53.67,8.9
Asansol,West Bengal,2023,Financial Fraud,346,334,12,2189684.05,16,Other,Student,8596521,69.95,42.22,9.36
Siliguri,West Bengal,2022,Identity Theft,378,54,324,59330.48,41,Other,Unemployed,1171189,87.66,73.32,8.27
Ahmedabad,Gujarat,2022,Data Breach,472,367,105,3445325.33,63,Female,Teacher,702437,61.1,78.54,6.58
Surat,Gujarat,2022,Online Harassment,54,23,31,817240.88,32,Other,Doctor,2901658,94.61,62.25,4.46
Vadodara,Gujarat,2022,Online Harassment,133,14,119,642842.49,50,Male,Unemployed,11854189,86.97,57.24,4.97
Rajkot,Gujarat,2022,Ransomware,19,0,19,4645947.16,42,Other,Unemployed,8991839,71.99,75.14,5.86
Bhavnagar,Gujarat,2024,Online Harassment,76,3,73,1946116.18,70,Female,Unemployed,16896507,64.55,70.07,2.31
Jaipur,Rajasthan,2022,Cyberstalking,188,49,139,3902031.72,42,Female,Government Employee,5059761,65.43,48.82,10.1
Jodhpur,Rajasthan,2023,Phishing,129,2,127,911635.47,37,Male,Government Employee,15688240,87.18,53.49,10.76
Udaipur,Rajasthan,2022,Identity Theft,375,152,223,2080074.3,24,Male,Student,9738683,93.5,36.38,5.67
Kota,Rajasthan,2022,Hacking,45,4,41,1076730.45,27,Other,Government Employee,2290116,69.11,44.81,4.91
Ajmer,Rajasthan,2023,Ransomware,198,137,61,1421853.34,59,Other,Government Employee,10078218,86.97,73.63,6.09
Patna,Bihar,2022,Ransomware,300,118,182,3549632.78,33,Other,Freelancer,16302993,67.42,31.02,8.79
Gaya,Bihar,2022,Hacking,210,203,7,647507.11,67,Female,Teacher,4695232,87.75,48.2,11.18
Muzaffarpur,Bihar,2023,Cyberstalking,419,344,75,967143.44,38,Male,Business,11780774,79.37,85.25,5.28
Bhagalpur,Bihar,2022,Cyberstalking,309,299,10,2872647.31,15,Other,Engineer,382229,92.58,33.36,5.78
Purnia,Bihar,2024,Phishing,16,3,13,3029419.06,16,Female,Teacher,19090212,93.24,63.66,7.57
Bhopal,Madhya Pradesh,2023,Phishing,451,108,343,3023763.84,42,Other,Student,15237549,82.97,80.15,10.48
Indore,Madhya Pradesh,2024,Hacking,100,76,24,2456903.82,27,Female,Government Employee,1895107,83.67,62.72,10.44
Jabalpur,Madhya Pradesh,2024,Cyberstalking,350,22,328,898614.61,31,Female,Business,7013050,81.47,75.6,9.6
Gwalior,Madhya Pradesh,2023,Cyberstalking,86,41,45,2477339.88,52,Other,Teacher,371140,70.83,68.62,3.04
Ujjain,Madhya Pradesh,2023,Data Breach,270,82,188,4645284.92,27,Male,Doctor,3089462,67.56,83.05,2.69
Mumbai,Maharashtra,2024,Data Breach,291,196,95,4463138.78,55,Other,Doctor,4634003,73.9,87.92,4.47
Pune,Maharashtra,2023,Financial Fraud,42,38,4,4374282.42,27,Female,Engineer,9540082,77.17,49.66,3.38
Nagpur,Maharashtra,2023,Cyberstalking,136,91,45,1729003.44,28,Male,Business,9865413,90.58,72.38,5.9
Nashik,Maharashtra,2022,Online Harassment,273,269,4,1044120.71,40,Male,Business,16447030,63.46,85.5,7.53
Thane,Maharashtra,2024,Phishing,64,60,4,2315465.74,18,Other,Freelancer,19985107,73.73,45.62,5.96
New Delhi,Delhi,2022,Phishing,84,25,59,1880936.84,61,Female,Engineer,10075114,86.7,58.28,3.1
Dwarka,Delhi,2023,Cyberstalking,51,45,6,4957264.87,35,Female,Teacher,11153848,86.01,78.93,3.91
Rohini,Delhi,2022,Data Breach,373,133,240,4461899.45,68,Other,Unemployed,19558626,80.06,77.26,8.11
Saket,Delhi,2022,Phishing,235,114,121,2732115.71,38,Other,Government Employee,2924157,83.75,40.46,7.89
Karol Bagh,Delhi,2024,Cyberstalking,70,59,11,2196407.71,68,Other,Freelancer,1997764,92.81,43.64,7.31
Bengaluru,Karnataka,2022,Online Harassment,261,220,41,787662.3,32,Female,Engineer,13344993,64.17,69.11,2.52
Mysuru,Karnataka,2024,Ransomware,21,10,11,113873.64,35,Male,Student,16787942,78.7,54.36,11.52
Mangaluru,Karnataka,2022,Online Harassment,21,21,0,2346276.8,43,Male,Teacher,10156797,93.58,57.89,2.34
Hubli,Karnataka,2022,Ransomware,107,61,46,4719555.67,58,Female,Business,12637629,65.31,69.77,5.47
Belgaum,Karnataka,2024,Hacking,143,117,26,2205200.03,20,Other,Teacher,18280997,85.94,74.63,5.19
Chennai,Tamil Nadu,2022,Phishing,48,25,23,2559803.19,31,Other,Unemployed,2107583,75.45,65.4,3.28
Coimbatore,Tamil Nadu,2023,Identity Theft,71,13,58,2316296.47,31,Female,Student,6504737,69.99,62.2,6.56
Madurai,Tamil Nadu,2024,Ransomware,236,51,185,4532293.3,22,Other,Engineer,1636303,64.37,53.05,2.02
Tiruchirappalli,Tamil Nadu,2022,Hacking,323,46,277,3424027.16,41,Male,Government Employee,9345973,61.29,67.2,11.16
Salem,Tamil Nadu,2024,Identity Theft,215,154,61,4357243.72,15,Male,Teacher,10058151,79.58,33.47,4.42
Lucknow,Uttar Pradesh,2023,Identity Theft,117,98,19,2891855.65,22,Other,Unemployed,10449061,85.25,38.67,6.33
Kanpur,Uttar Pradesh,2024,Financial Fraud,53,23,30,3692109.22,64,Female,Engineer,6706168,73.55,70.48,8.66
Ghaziabad,Uttar Pradesh,2024,Identity Theft,136,113,23,3053938.73,49,Male,Freelancer,8115053,81.63,52.93,7.45
Varanasi,Uttar Pradesh,2023,Financial Fraud,262,95,167,3085022.15,21,Male,Engineer,3149635,83.82,74.6,10.13
Agra,Uttar Pradesh,2023,Phishing,285,149,136,4004995.33,32,Other,Doctor,3189649,90.16,37.04,3.6
Kolkata,West Bengal,2024,Cyberstalking,285,268,17,3751547.3,25,Other,Engineer,8752435,72.24,82.82,6.68
Howrah,West Bengal,2024,Identity Theft,481,144,337,4570664.62,28,Male,Engineer,5212199,71.22,72.14,8.54
Durgapur,West Bengal,2023,Data Breach,82,35,47,1495373.34,28,Other,Doctor,5883515,62.09,57.99,11.72
Asansol,West Bengal,2024,Financial Fraud,428,12,416,1685117.11,16,Other,Business,1816057,86.05,71.28,2.83
Siliguri,West Bengal,2024,Hacking,92,31,61,4665112.03,28,Female,Teacher,12539131,63.49,86.49,6.64
Ahmedabad,Gujarat,2024,Identity Theft,42,20,22,4057855.81,28,Female,Teacher,12177616,74.85,83.34,7.92
Surat,Gujarat,2022,Identity Theft,157,1,156,4453163.17,34,Female,Engineer,14961087,69.69,49.15,3.95
Vadodara,Gujarat,2023,Phishing,71,66,5,2447923.34,21,Other,Government Employee,3056767,67.94,82.23,2.05
Rajkot,Gujarat,2022,Online Harassment,28,18,10,2120000.64,21,Male,Doctor,12698574,88.09,71.02,9.9
Bhavnagar,Gujarat,2023,Financial Fraud,288,56,232,1860706.48,52,Female,Unemployed,13692907,92.98,85.55,4.02
Jaipur,Rajasthan,2024,Identity Theft,28,14,14,4575157.92,60,Male,Business,15512343,73.09,39.39,9.56
Jodhpur,Rajasthan,2022,Data Breach,437,106,331,3476679.45,35,Other,Student,3585172,66.24,40.03,2.06
Udaipur,Rajasthan,2022,Financial Fraud,395,59,336,3541054.27,66,Female,Teacher,9450273,63.72,87.66,8.86
Kota,Rajasthan,2022,Cyberstalking,52,10,42,4327413.66,63,Female,Engineer,3523298,61.53,62.43,10.18
Ajmer,Rajasthan,2024,Identity Theft,484,25,459,1970071.21,66,Female,Teacher,11523958,73.85,35.63,4.7
Patna,Bihar,2022,Phishing,290,50,240,1541416.27,37,Male,Freelancer,427033,74.09,65.56,10.07
Gaya,Bihar,2023,Online Harassment,144,125,19,3629754.44,45,Female,Government Employee,5854734,64.86,66.44,8.19
Muzaffarpur,Bihar,2024,Hacking,214,58,156,2866916.96,39,Male,Student,15109557,73.83,47.34,8.93
Bhagalpur,Bihar,2023,Hacking,23,23,0,4467416.79,37,Male,Government Employee,1805115,86.5,55.05,9.57
Purnia,Bihar,2023,Online Harassment,66,55,11,2245636.28,55,Female,Teacher,928521,69.69,48.83,6.65
Bhopal,Madhya Pradesh,2023,Financial Fraud,294,206,88,1256753.12,23,Other,Business,7067901,94.31,49.12,11.6
Indore,Madhya Pradesh,2024,Identity Theft,55,55,0,619915.96,44,Female,Engineer,12917680,64.99,74.71,8.24
Jabalpur,Madhya Pradesh,2023,Cyberstalking,477,477,0,172200.92,42,Other,Freelancer,281441,71.67,64.54,7.71
Gwalior,Madhya Pradesh,2024,Data Breach,84,82,2,368442.43,44,Female,Freelancer,12624123,94.2,42.4,8.31
Ujjain,Madhya Pradesh,2022,Identity Theft,219,153,66,277904.82,64,Other,Unemployed,13255253,63.21,71.94,6.39
Mumbai,Maharashtra,2024,Ransomware,415,275,140,513657.93,47,Other,Engineer,771596,64.56,32.37,6.99
Pune,Maharashtra,2023,Phishing,99,68,31,2967861.69,29,Female,Government Employee,650144,61.48,70.07,11.99
Nagpur,Maharashtra,2022,Financial Fraud,322,10,312,2683402.21,44,Other,Doctor,10681576,78.33,81.94,3.84
Nashik,Maharashtra,2024,Ransomware,192,32,160,4038265.11,44,Female,Business,17598245,94.08,32.9,5.54
Thane,Maharashtra,2023,Data Breach,253,212,41,2566563.96,20,Male,Freelancer,19796642,61.86,66.48,3.49
New Delhi,Delhi,2023,Data Breach,98,83,15,2527181.23,38,Female,Unemployed,19833546,90.69,46.0,11.31
Dwarka,Delhi,2024,Phishing,277,184,93,866128.15,67,Male,Freelancer,2944604,93.96,61.68,6.39
Rohini,Delhi,2023,Phishing,203,86,117,2416743.98,47,Male,Freelancer,15841399,65.14,40.69,10.63
Saket,Delhi,2022,Hacking,266,206,60,2557155.18,17,Female,Doctor,17726779,78.86,60.67,7.96
Karol Bagh,Delhi,2023,Ransomware,464,225,239,3471089.1,59,Female,Engineer,12047179,70.1,37.42,5.64
Bengaluru,Karnataka,2022,Hacking,233,43,190,2051268.19,39,Female,Doctor,17979982,94.75,38.22,6.86
Mysuru,Karnataka,2023,Identity Theft,447,172,275,4534925.62,31,Female,Government Employee,19769386,77.69,33.91,4.0
Mangaluru,Karnataka,2022,Identity Theft,127,40,87,558794.84,51,Male,Engineer,12231249,94.95,44.92,5.27
Hubli,Karnataka,2024,Ransomware,402,188,214,1351667.81,28,Male,Student,14318173,77.48,66.24,6.93
Belgaum,Karnataka,2022,Identity Theft,493,42,451,2591223.13,57,Female,Unemployed,11060599,83.33,52.68,11.14
Chennai,Tamil Nadu,2023,Financial Fraud,436,397,39,2287826.91,38,Other,Doctor,10123608,89.95,70.38,8.13
Coimbatore,Tamil Nadu,2024,Identity Theft,274,192,82,584875.43,65,Male,Teacher,9229152,92.43,45.6,8.65
Madurai,Tamil Nadu,2023,Phishing,34,19,15,1563842.53,19,Other,Government Employee,1929732,60.34,75.39,2.36
Tiruchirappalli,Tamil Nadu,2022,Hacking,493,398,95,3297730.31,53,Other,Business,8051887,86.46,43.96,4.77
Salem,Tamil Nadu,2023,Financial Fraud,175,109,66,1633481.78,47,Female,Teacher,9848217,88.76,84.0,4.57
Lucknow,Uttar Pradesh,2023,Data Breach,287,135,152,403664.69,45,Male,Unemployed,17554603,76.47,43.74,8.59
Kanpur,Uttar Pradesh,2022,Financial Fraud,153,16,137,605097.26,24,Female,Student,14526304,84.26,76.68,7.27
Ghaziabad,Uttar Pradesh,2024,Financial Fraud,252,158,94,2233185.7,41,Female,Freelancer,16820825,60.71,86.68,10.78
Varanasi,Uttar Pradesh,2023,Cyberstalking,10,5,5,213423.71,18,Other,Student,361073,93.5,33.76,8.54
Agra,Uttar Pradesh,2023,Phishing,362,204,158,966153.74,22,Male,Student,12912127,89.15,63.48,10.83
Kolkata,West Bengal,2024,Phishing,308,27,281,3994803.95,25,Male,Doctor,13767348,85.75,80.72,4.23
Howrah,West Bengal,2023,Identity Theft,215,79,136,1727278.51,55,Other,Business,1168077,84.62,65.51,4.94
Durgapur,West Bengal,2022,Identity Theft,443,306,137,749766.82,15,Male,Engineer,7690949,81.87,80.22,9.83
Asansol,West Bengal,2022,Hacking,430,211,219,4512413.81,58,Male,Government Employee,19103883,67.57,51.92,11.29
Siliguri,West Bengal,2024,Data Breach,362,240,122,248143.28,65,Female,Unemployed,16169996,70.71,35.12,6.22
Ahmedabad,Gujarat,2023,Cyberstalking,69,36,33,3515350.76,61,Other,Business,17403994,88.72,67.58,10.97
Surat,Gujarat,2023,Financial Fraud,228,163,65,3777956.37,51,Other,Teacher,14185354,93.73,35.87,8.76
Vadodara,Gujarat,2023,Cyberstalking,354,325,29,2027541.2,69,Male,Business,3978061,92.94,49.7,2.3
Rajkot,Gujarat,2022,Online Harassment,181,116,65,118679.0,33,Other,Student,3200617,76.98,41.38,4.27
Bhavnagar,Gujarat,2023,Financial Fraud,62,40,22,893366.62,55,Female,Engineer,7721963,64.19,82.28,7.16
Jaipur,Rajasthan,2024,Identity Theft,178,114,64,227411.05,41,Male,Engineer,14382543,63.02,66.58,9.45
Jodhpur,Rajasthan,2024,Identity Theft,431,293,138,1520877.49,25,Female,Teacher,10951985,86.32,82.3,4.37
Udaipur,Rajasthan,2022,Online Harassment,89,3,86,4170197.33,39,Female,Government Employee,9455838,93.59,30.22,11.92
Kota,Rajasthan,2024,Identity Theft,296,79,217,3290145.86,48,Male,Engineer,11256691,87.9,81.44,7.79
Ajmer,Rajasthan,2024,Ransomware,106,1,105,2548095.46,53,Other,Unemployed,16093972,64.79,79.33,3.13
Patna,Bihar,2024,Data Breach,109,71,38,4774667.24,52,Female,Teacher,10179060,88.6,89.05,11.9
Gaya,Bihar,2022,Ransomware,125,76,49,2750492.9,41,Female,Teacher,12403232,70.31,65.59,8.47
Muzaffarpur,Bihar,2022,Hacking,183,81,102,1487400.68,27,Other,Doctor,5278072,68.44,73.66,2.3
Bhagalpur,Bihar,2022,Hacking,27,24,3,2536755.58,59,Other,Government Employee,16332729,94.59,48.32,4.13
Purnia,Bihar,2024,Cyberstalking,229,127,102,2667618.22,50,Male,Unemployed,11886032,80.32,61.16,6.52
Bhopal,Madhya Pradesh,2024,Phishing,248,147,101,2794051.91,19,Male,Government Employee,4140810,84.25,36.54,6.37
Indore,Madhya Pradesh,2022,Data Breach,114,80,34,2527970.91,62,Other,Teacher,8942471,72.53,59.13,4.24
Jabalpur,Madhya Pradesh,2022,Ransomware,86,67,19,1688961.26,60,Other,Business,19766908,79.07,36.35,8.4
Gwalior,Madhya Pradesh,2023,Hacking,194,135,59,3610435.67,29,Other,Freelancer,18361349,78.41,52.02,8.93
Ujjain,Madhya Pradesh,2023,Identity Theft,59,7,52,1700038.93,33,Female,Engineer,17739076,85.92,74.86,10.1
Mumbai,Maharashtra,2022,Phishing,22,6,16,55700.71,18,Male,Government Employee,4534948,90.01,58.49,11.71
Pune,Maharashtra,2023,Cyberstalking,281,201,80,1148213.79,32,Other,Business,18527459,77.23,76.72,7.05
Nagpur,Maharashtra,2022,Ransomware,477,387,90,4931721.63,60,Other,Student,4999342,81.27,48.17,8.44
Nashik,Maharashtra,2023,Identity Theft,385,278,107,959011.19,47,Male,Business,13597523,82.02,57.93,11.65
Thane,Maharashtra,2022,Hacking,25,2,23,2800293.09,22,Male,Unemployed,4249839,63.97,70.47,8.85
New Delhi,Delhi,2022,Ransomware,11,6,5,3054790.61,42,Other,Business,8479708,79.09,65.15,8.1
Dwarka,Delhi,2022,Hacking,109,25,84,4649367.34,23,Male,Freelancer,5946324,69.76,72.44,2.31
Rohini,Delhi,2022,Hacking,155,55,100,1712583.48,47,Other,Government Employee,12954637,79.97,81.38,9.8
Saket,Delhi,2024,Hacking,390,135,255,4780533.59,30,Female,Doctor,1802148,93.79,49.84,3.63
